size;resolution;mask_size;nanoseconds
5;1280x720;15x15;1491898400
4;640x360;3x3;8739800
4;640x360;5x5;37324900
4;640x360;7x7;88719000
4;640x360;9x9;149636900
4;640x360;11x11;216532200
4;640x360;13x13;312307800
4;640x360;15x15;408536600
3;320x180;3x3;1616400
3;320x180;5x5;11962200
3;320x180;7x7;19027700
3;320x180;9x9;35873700
3;320x180;11x11;61971500
3;320x180;13x13;72526000
3;320x180;15x15;87640500
2;160x90;3x3;881100
2;160x90;5x5;3177900
2;160x90;7x7;5576400
2;160x90;9x9;10093200
2;160x90;11x11;10450300
2;160x90;13x13;10751900
2;160x90;15x15;23992200
1;80x45;3x3;224700
1;80x45;5x5;814300
1;80x45;7x7;1463900
1;80x45;9x9;2627300
1;80x45;11x11;3602500
1;80x45;13x13;4797100
1;80x45;15x15;6807000
5;1280x720;3x3;46500400
5;1280x720;5x5;179316100
5;1280x720;7x7;306472100
5;1280x720;9x9;554012100
5;1280x720;11x11;594709000
5;1280x720;13x13;825457700
5;1280x720;15x15;1082819500
4;640x360;3x3;11450200
4;640x360;5x5;35951400
4;640x360;7x7;53332500
4;640x360;9x9;91995100
4;640x360;11x11;134794600
4;640x360;13x13;226253900
4;640x360;15x15;317559100
3;320x180;3x3;3053200
3;320x180;5x5;8192200
3;320x180;7x7;13987000
3;320x180;9x9;31782700
3;320x180;11x11;53546200
3;320x180;13x13;85805900
3;320x180;15x15;79902600
2;160x90;3x3;973000
2;160x90;5x5;3095300
2;160x90;7x7;5909200
2;160x90;9x9;8594600
2;160x90;11x11;7878300
2;160x90;13x13;21182600
2;160x90;15x15;27230300
1;80x45;3x3;190900
1;80x45;5x5;761000
1;80x45;7x7;1384300
1;80x45;9x9;2867500
1;80x45;11x11;2969200
1;80x45;13x13;2643100
1;80x45;15x15;6811600
5;1280x720;3x3;45987800
5;1280x720;5x5;165467100
5;1280x720;7x7;331780900
5;1280x720;9x9;559947700
5;1280x720;11x11;806473900
5;1280x720;13x13;1141533700
5;1280x720;15x15;1374293100
4;640x360;3x3;12779100
4;640x360;5x5;38197100
4;640x360;7x7;58363300
4;640x360;9x9;93795600
4;640x360;11x11;141225400
4;640x360;13x13;204057600
4;640x360;15x15;258033900
3;320x180;3x3;2545600
3;320x180;5x5;7367600
3;320x180;7x7;13574300
3;320x180;9x9;23013200
3;320x180;11x11;33126800
3;320x180;13x13;48773000
3;320x180;15x15;62857500
2;160x90;3x3;575900
2;160x90;5x5;1750900
2;160x90;7x7;3284800
2;160x90;9x9;5492600
2;160x90;11x11;7991600
2;160x90;13x13;16901200
2;160x90;15x15;14685700
1;80x45;3x3;141100
1;80x45;5x5;421800
1;80x45;7x7;787000
1;80x45;9x9;1326500
1;80x45;11x11;1973500
1;80x45;13x13;2666900
1;80x45;15x15;3519100
5;1280x720;3x3;34646800
5;1280x720;5x5;128451000
5;1280x720;7x7;223357000
5;1280x720;9x9;370670700
5;1280x720;11x11;676734100
5;1280x720;13x13;1145143800
5;1280x720;15x15;1523544500
4;640x360;3x3;14658500
4;640x360;5x5;45232400
4;640x360;7x7;86626700
4;640x360;9x9;146913800
4;640x360;11x11;220136400
4;640x360;13x13;320474000
4;640x360;15x15;400239600
3;320x180;3x3;3212700
3;320x180;5x5;12400700
3;320x180;7x7;21314700
3;320x180;9x9;25787700
3;320x180;11x11;41950700
3;320x180;13x13;77688400
3;320x180;15x15;70588300
2;160x90;3x3;541300
2;160x90;5x5;2304800
2;160x90;7x7;4725600
2;160x90;9x9;6408400
2;160x90;11x11;13173200
2;160x90;13x13;19323900
2;160x90;15x15;29099200
1;80x45;3x3;217400
1;80x45;5x5;815800
1;80x45;7x7;1417800
1;80x45;9x9;2587700
1;80x45;11x11;3558300
1;80x45;13x13;5295100
1;80x45;15x15;6355900
5;1280x720;3x3;48192200
5;1280x720;5x5;168046600
5;1280x720;7x7;320035600
5;1280x720;9x9;390756800
5;1280x720;11x11;556514600
5;1280x720;13x13;823151900
5;1280x720;15x15;1042111800
4;640x360;3x3;10275900
4;640x360;5x5;46209000
4;640x360;7x7;74758300
4;640x360;9x9;143699400
4;640x360;11x11;173221500
4;640x360;13x13;274635100
4;640x360;15x15;420964300
3;320x180;3x3;3619200
3;320x180;5x5;10434300
3;320x180;7x7;13818100
3;320x180;9x9;35822300
3;320x180;11x11;52236000
3;320x180;13x13;79210200
3;320x180;15x15;90930500
2;160x90;3x3;404600
2;160x90;5x5;2310200
2;160x90;7x7;3066900
2;160x90;9x9;8262600
2;160x90;11x11;12102200
2;160x90;13x13;17506200
2;160x90;15x15;20463400
1;80x45;3x3;126900
1;80x45;5x5;361000
1;80x45;7x7;710700
1;80x45;9x9;1224700
1;80x45;11x11;1796100
1;80x45;13x13;2554500
1;80x45;15x15;3328000
5;1280x720;3x3;30726000
5;1280x720;5x5;164790600
5;1280x720;7x7;318869400
5;1280x720;9x9;571104100
5;1280x720;11x11;843156400
5;1280x720;13x13;1220924600
5;1280x720;15x15;1556291000
4;640x360;3x3;11673300
4;640x360;5x5;35568400
4;640x360;7x7;71430600
4;640x360;9x9;151560600
4;640x360;11x11;203385500
4;640x360;13x13;306418200
4;640x360;15x15;385287900
3;320x180;3x3;1651300
3;320x180;5x5;6739400
3;320x180;7x7;19572900
3;320x180;9x9;37684500
3;320x180;11x11;40350400
3;320x180;13x13;63017000
3;320x180;15x15;68214600
2;160x90;3x3;500200
2;160x90;5x5;1882300
2;160x90;7x7;3535500
2;160x90;9x9;5793900
2;160x90;11x11;8016900
2;160x90;13x13;12096000
2;160x90;15x15;16326900
1;80x45;3x3;164400
1;80x45;5x5;458700
1;80x45;7x7;864500
1;80x45;9x9;1426200
1;80x45;11x11;2029300
1;80x45;13x13;2884100
1;80x45;15x15;3479200
5;1280x720;3x3;37164800
5;1280x720;5x5;124600900
5;1280x720;7x7;226414600
5;1280x720;9x9;392775900
5;1280x720;11x11;564918400
5;1280x720;13x13;790432300
5;1280x720;15x15;1057601500
4;640x360;3x3;8439500
4;640x360;5x5;29585400
4;640x360;7x7;53035100
4;640x360;9x9;102213500
4;640x360;11x11;134409900
4;640x360;13x13;222868100
4;640x360;15x15;268545000
3;320x180;3x3;2177200
3;320x180;5x5;8383100
3;320x180;7x7;13422100
3;320x180;9x9;22682500
3;320x180;11x11;32851100
3;320x180;13x13;48422000
3;320x180;15x15;59834400
2;160x90;3x3;541700
2;160x90;5x5;1686500
2;160x90;7x7;3044000
2;160x90;9x9;5550100
2;160x90;11x11;8192400
2;160x90;13x13;11125500
2;160x90;15x15;14719600
1;80x45;3x3;135500
1;80x45;5x5;450700
1;80x45;7x7;799000
1;80x45;9x9;1429600
1;80x45;11x11;2598500
1;80x45;13x13;2741900
1;80x45;15x15;3484300
5;1280x720;3x3;37995200
5;1280x720;5x5;129215500
5;1280x720;7x7;231155200
5;1280x720;9x9;383731700
5;1280x720;11x11;557276700
5;1280x720;13x13;818353000
5;1280x720;15x15;1054994700
4;640x360;3x3;8680500
4;640x360;5x5;31624500
4;640x360;7x7;55127500
4;640x360;9x9;94167500
4;640x360;11x11;142453600
4;640x360;13x13;188108400
4;640x360;15x15;259583900
3;320x180;3x3;2135200
3;320x180;5x5;6564700
3;320x180;7x7;11241200
3;320x180;9x9;25979000
3;320x180;11x11;35257500
3;320x180;13x13;46996900
3;320x180;15x15;62879200
2;160x90;3x3;417200
2;160x90;5x5;1975400
2;160x90;7x7;3498900
2;160x90;9x9;6522100
2;160x90;11x11;7980500
2;160x90;13x13;14286700
2;160x90;15x15;14306500
1;80x45;3x3;139400
1;80x45;5x5;429500
1;80x45;7x7;794000
1;80x45;9x9;1333800
1;80x45;11x11;1894000
1;80x45;13x13;2454900
1;80x45;15x15;3304100
5;1280x720;3x3;34371100
5;1280x720;5x5;112473200
5;1280x720;7x7;219797900
5;1280x720;9x9;383410200
5;1280x720;11x11;553839700
5;1280x720;13x13;796426200
5;1280x720;15x15;1074301300
4;640x360;3x3;8643400
4;640x360;5x5;27229500
4;640x360;7x7;55669100
4;640x360;9x9;104336700
4;640x360;11x11;133902800
4;640x360;13x13;202342100
4;640x360;15x15;262236000
3;320x180;3x3;2198700
3;320x180;5x5;7220000
3;320x180;7x7;13365500
3;320x180;9x9;22561800
3;320x180;11x11;40579300
3;320x180;13x13;46673000
3;320x180;15x15;61381200
2;160x90;3x3;488100
2;160x90;5x5;1605300
2;160x90;7x7;2679500
2;160x90;9x9;8367300
2;160x90;11x11;8104800
2;160x90;13x13;11656700
2;160x90;15x15;15099800
1;80x45;3x3;135000
1;80x45;5x5;561700
1;80x45;7x7;875300
1;80x45;9x9;1431700
1;80x45;11x11;1865100
1;80x45;13x13;2752500
1;80x45;15x15;3677300
5;1280x720;3x3;36066400
5;1280x720;5x5;121319700
5;1280x720;7x7;219140800
5;1280x720;9x9;397761300
5;1280x720;11x11;540503300
5;1280x720;13x13;831604700
5;1280x720;15x15;1039091200
4;640x360;3x3;7123500
4;640x360;5x5;30008500
4;640x360;7x7;54539100
4;640x360;9x9;91345700
4;640x360;11x11;145256000
4;640x360;13x13;187272700
4;640x360;15x15;250663500
3;320x180;3x3;2332700
3;320x180;5x5;7158900
3;320x180;7x7;13378600
3;320x180;9x9;23631900
3;320x180;11x11;30049400
3;320x180;13x13;54928000
3;320x180;15x15;55840000
2;160x90;3x3;553800
2;160x90;5x5;1964400
2;160x90;7x7;3924400
2;160x90;9x9;5143300
2;160x90;11x11;10462200
2;160x90;13x13;11348300
2;160x90;15x15;16682700
1;80x45;3x3;154600
1;80x45;5x5;341000
1;80x45;7x7;661200
1;80x45;9x9;1149900
1;80x45;11x11;1639000
1;80x45;13x13;2439100
1;80x45;15x15;3069700
5;1280x720;3x3;37124900
5;1280x720;5x5;118167000
5;1280x720;7x7;211448800
5;1280x720;9x9;384220000
5;1280x720;11x11;570390800
5;1280x720;13x13;791505200
5;1280x720;15x15;1055392500
4;640x360;3x3;9251900
4;640x360;5x5;29528200
4;640x360;7x7;54571400
4;640x360;9x9;100208500
4;640x360;11x11;140865700
4;640x360;13x13;193171200
4;640x360;15x15;247433700
3;320x180;3x3;2255500
3;320x180;5x5;7210000
3;320x180;7x7;16341000
3;320x180;9x9;26762400
3;320x180;11x11;32433400
3;320x180;13x13;47539500
3;320x180;15x15;72111000
2;160x90;3x3;628600
2;160x90;5x5;1821000
2;160x90;7x7;3238900
2;160x90;9x9;5607500
2;160x90;11x11;8102500
2;160x90;13x13;11190000
2;160x90;15x15;14468200
1;80x45;3x3;141300
1;80x45;5x5;442600
1;80x45;7x7;796700
1;80x45;9x9;1346900
1;80x45;11x11;1973500
1;80x45;13x13;2794100
1;80x45;15x15;3486600
5;1280x720;3x3;39509000
5;1280x720;5x5;120139600
5;1280x720;7x7;227264200
5;1280x720;9x9;398688000
5;1280x720;11x11;544149500
5;1280x720;13x13;785322000
5;1280x720;15x15;1048937800
4;640x360;3x3;8163500
4;640x360;5x5;28652700
4;640x360;7x7;55632400
4;640x360;9x9;95842200
4;640x360;11x11;130339600
4;640x360;13x13;208032900
4;640x360;15x15;258139500
3;320x180;3x3;2190600
3;320x180;5x5;7016100
3;320x180;7x7;13264400
3;320x180;9x9;23190400
3;320x180;11x11;32877100
3;320x180;13x13;48991200
3;320x180;15x15;60733100
2;160x90;3x3;406100
2;160x90;5x5;1411300
2;160x90;7x7;4616400
2;160x90;9x9;6565500
2;160x90;11x11;8067300
2;160x90;13x13;11211700
2;160x90;15x15;15088400
1;80x45;3x3;122200
1;80x45;5x5;411000
1;80x45;7x7;744400
1;80x45;9x9;1290600
1;80x45;11x11;1854500
1;80x45;13x13;2694500
1;80x45;15x15;3461300
5;1280x720;3x3;34521100
5;1280x720;5x5;138222300
5;1280x720;7x7;210847200
5;1280x720;9x9;401141600
5;1280x720;11x11;554784900
5;1280x720;13x13;817390800
5;1280x720;15x15;1052917800
4;640x360;3x3;8943700
4;640x360;5x5;28812600
4;640x360;7x7;64612500
4;640x360;9x9;98045700
4;640x360;11x11;149753100
4;640x360;13x13;193214900
4;640x360;15x15;248842200
3;320x180;3x3;2048500
3;320x180;5x5;7396500
3;320x180;7x7;12842300
3;320x180;9x9;31176000
3;320x180;11x11;33080100
3;320x180;13x13;47013700
3;320x180;15x15;62026600
2;160x90;3x3;489400
2;160x90;5x5;1665400
2;160x90;7x7;3230500
2;160x90;9x9;5667300
2;160x90;11x11;8168800
2;160x90;13x13;15174500
2;160x90;15x15;15960700
1;80x45;3x3;139000
1;80x45;5x5;440700
1;80x45;7x7;786600
1;80x45;9x9;1425000
1;80x45;11x11;1967200
1;80x45;13x13;2722700
1;80x45;15x15;3511800
5;1280x720;3x3;42184100
5;1280x720;5x5;118780500
5;1280x720;7x7;222644900
5;1280x720;9x9;386737300
5;1280x720;11x11;536345700
5;1280x720;13x13;808537600
5;1280x720;15x15;1033935700
4;640x360;3x3;8762100
4;640x360;5x5;38180400
4;640x360;7x7;64084400
4;640x360;9x9;92147900
4;640x360;11x11;146330900
4;640x360;13x13;191051500
4;640x360;15x15;264107800
3;320x180;3x3;2440700
3;320x180;5x5;7229200
3;320x180;7x7;13461500
3;320x180;9x9;22643200
3;320x180;11x11;33268400
3;320x180;13x13;46800400
3;320x180;15x15;61156300
2;160x90;3x3;557200
2;160x90;5x5;1707600
2;160x90;7x7;2817800
2;160x90;9x9;5419200
2;160x90;11x11;7991000
2;160x90;13x13;11114900
2;160x90;15x15;19659600
1;80x45;3x3;158400
1;80x45;5x5;761700
1;80x45;7x7;1344600
1;80x45;9x9;2981800
1;80x45;11x11;4390700
1;80x45;13x13;5685100
1;80x45;15x15;6020400
5;1280x720;3x3;41771700
5;1280x720;5x5;128378300
5;1280x720;7x7;231496200
5;1280x720;9x9;387590000
5;1280x720;11x11;556873600
5;1280x720;13x13;795194000
5;1280x720;15x15;1010197500
4;640x360;3x3;9586800
4;640x360;5x5;27817300
4;640x360;7x7;57453500
4;640x360;9x9;95933500
4;640x360;11x11;132366900
4;640x360;13x13;187168100
4;640x360;15x15;268683200
3;320x180;3x3;5221300
3;320x180;5x5;9674000
3;320x180;7x7;13115900
3;320x180;9x9;23059100
3;320x180;11x11;32670900
3;320x180;13x13;49467900
3;320x180;15x15;65498800
2;160x90;3x3;557300
2;160x90;5x5;1831900
2;160x90;7x7;3365100
2;160x90;9x9;5790200
2;160x90;11x11;8478500
2;160x90;13x13;11766200
2;160x90;15x15;14556900
1;80x45;3x3;120600
1;80x45;5x5;411500
1;80x45;7x7;732700
1;80x45;9x9;1301100
1;80x45;11x11;1915500
1;80x45;13x13;2702700
1;80x45;15x15;3574900
5;1280x720;3x3;36602200
5;1280x720;5x5;129220200
5;1280x720;7x7;216679500
5;1280x720;9x9;402124000
5;1280x720;11x11;554757800
5;1280x720;13x13;807751200
5;1280x720;15x15;1046527000
4;640x360;3x3;8746300
4;640x360;5x5;29271900
4;640x360;7x7;52533900
4;640x360;9x9;91488200
4;640x360;11x11;138287200
4;640x360;13x13;210340800
4;640x360;15x15;249667900
3;320x180;3x3;2023000
3;320x180;5x5;7342600
3;320x180;7x7;13071500
3;320x180;9x9;23953300
3;320x180;11x11;33309600
3;320x180;13x13;47326500
3;320x180;15x15;62578600
2;160x90;3x3;554900
2;160x90;5x5;1814800
2;160x90;7x7;3330100
2;160x90;9x9;6000100
2;160x90;11x11;8124900
2;160x90;13x13;11372400
2;160x90;15x15;14729500
1;80x45;3x3;133900
1;80x45;5x5;447600
1;80x45;7x7;807700
1;80x45;9x9;1374400
1;80x45;11x11;1949700
1;80x45;13x13;2772600
1;80x45;15x15;3676100
5;1280x720;3x3;34843800
5;1280x720;5x5;112338900
5;1280x720;7x7;216566200
5;1280x720;9x9;374322700
5;1280x720;11x11;545793000
5;1280x720;13x13;773265400
5;1280x720;15x15;1047073500
4;640x360;3x3;8366100
4;640x360;5x5;29460300
4;640x360;7x7;58347500
4;640x360;9x9;95835500
4;640x360;11x11;138843100
4;640x360;13x13;220299700
4;640x360;15x15;251581700
3;320x180;3x3;2250300
3;320x180;5x5;7217700
3;320x180;7x7;13455100
3;320x180;9x9;23085500
3;320x180;11x11;32388900
3;320x180;13x13;45526200
3;320x180;15x15;64077800
2;160x90;3x3;410200
2;160x90;5x5;3231200
2;160x90;7x7;6537700
2;160x90;9x9;5757600
2;160x90;11x11;8691600
2;160x90;13x13;12024800
2;160x90;15x15;14840500
1;80x45;3x3;100900
1;80x45;5x5;344500
1;80x45;7x7;667300
1;80x45;9x9;1186300
1;80x45;11x11;1688900
1;80x45;13x13;2397700
1;80x45;15x15;3080100
5;1280x720;3x3;40743500
5;1280x720;5x5;126376200
5;1280x720;7x7;214085100
5;1280x720;9x9;379499400
5;1280x720;11x11;549703800
5;1280x720;13x13;805334000
5;1280x720;15x15;1054720100
4;640x360;3x3;8666300
4;640x360;5x5;32066900
4;640x360;7x7;51477800
4;640x360;9x9;95360900
4;640x360;11x11;138000000
4;640x360;13x13;208989200
4;640x360;15x15;257418200
3;320x180;3x3;2280900
3;320x180;5x5;7436900
3;320x180;7x7;13547500
3;320x180;9x9;22749100
3;320x180;11x11;32359200
3;320x180;13x13;47519100
3;320x180;15x15;58802900
2;160x90;3x3;409900
2;160x90;5x5;1733700
2;160x90;7x7;3305100
2;160x90;9x9;5879500
2;160x90;11x11;8390500
2;160x90;13x13;12158400
2;160x90;15x15;15843300
1;80x45;3x3;151200
1;80x45;5x5;456600
1;80x45;7x7;1536000
1;80x45;9x9;1517400
1;80x45;11x11;2002300
1;80x45;13x13;2876200
1;80x45;15x15;3729400
5;1280x720;3x3;31202400
5;1280x720;5x5;119554800
5;1280x720;7x7;209515800
5;1280x720;9x9;360318500
5;1280x720;11x11;534354000
5;1280x720;13x13;779532500
5;1280x720;15x15;1038264200
4;640x360;3x3;8653400
4;640x360;5x5;31107400
4;640x360;7x7;60136800
4;640x360;9x9;91362000
4;640x360;11x11;138734100
4;640x360;13x13;193752300
4;640x360;15x15;254504800
3;320x180;3x3;2025900
3;320x180;5x5;7119100
3;320x180;7x7;13374200
3;320x180;9x9;22985600
3;320x180;11x11;32178900
3;320x180;13x13;48634500
3;320x180;15x15;62125000
2;160x90;3x3;411600
2;160x90;5x5;1661800
2;160x90;7x7;3127000
2;160x90;9x9;4874600
2;160x90;11x11;8462500
2;160x90;13x13;13794600
2;160x90;15x15;15367700
1;80x45;3x3;149200
1;80x45;5x5;439100
1;80x45;7x7;813800
1;80x45;9x9;1371900
1;80x45;11x11;1951500
1;80x45;13x13;3027100
1;80x45;15x15;3552600
5;1280x720;3x3;36491500
5;1280x720;5x5;120576300
5;1280x720;7x7;214428300
5;1280x720;9x9;386120300
5;1280x720;11x11;543385100
5;1280x720;13x13;837888500
5;1280x720;15x15;1031537400
4;640x360;3x3;9106800
4;640x360;5x5;29870400
4;640x360;7x7;53334800
4;640x360;9x9;92914600
4;640x360;11x11;131854500
4;640x360;13x13;190595100
4;640x360;15x15;252559600
3;320x180;3x3;2298600
3;320x180;5x5;7553000
3;320x180;7x7;13040100
3;320x180;9x9;22906500
3;320x180;11x11;32760900
3;320x180;13x13;48364700
3;320x180;15x15;61654300
2;160x90;3x3;622700
2;160x90;5x5;3615600
2;160x90;7x7;5234300
2;160x90;9x9;5896700
2;160x90;11x11;7732600
2;160x90;13x13;11504700
2;160x90;15x15;14719200
1;80x45;3x3;138600
1;80x45;5x5;446100
1;80x45;7x7;813200
1;80x45;9x9;1373200
1;80x45;11x11;1975500
1;80x45;13x13;2776200
1;80x45;15x15;3499000
5;1280x720;3x3;44329900
5;1280x720;5x5;127474400
5;1280x720;7x7;235767600
5;1280x720;9x9;400459300
5;1280x720;11x11;552231200
5;1280x720;13x13;812728300
5;1280x720;15x15;1080267900
4;640x360;3x3;8193100
4;640x360;5x5;32224700
4;640x360;7x7;52500000
4;640x360;9x9;100115600
4;640x360;11x11;140713700
4;640x360;13x13;192503200
4;640x360;15x15;251833500
3;320x180;3x3;1680900
3;320x180;5x5;6860200
3;320x180;7x7;11930900
3;320x180;9x9;22603100
3;320x180;11x11;33621900
3;320x180;13x13;49671500
3;320x180;15x15;69961100
2;160x90;3x3;644500
2;160x90;5x5;1992700
2;160x90;7x7;3745800
2;160x90;9x9;5757200
2;160x90;11x11;8152400
2;160x90;13x13;11644100
2;160x90;15x15;14560600
1;80x45;3x3;140700
1;80x45;5x5;444400
1;80x45;7x7;813500
1;80x45;9x9;1368300
1;80x45;11x11;1849000
1;80x45;13x13;2712900
1;80x45;15x15;3594000
5;1280x720;3x3;32964000
5;1280x720;5x5;112822100
5;1280x720;7x7;214548200
5;1280x720;9x9;378443600
5;1280x720;11x11;555154000
5;1280x720;13x13;783161300
5;1280x720;15x15;1030845700
4;640x360;3x3;14921200
4;640x360;5x5;32022300
4;640x360;7x7;60112600
4;640x360;9x9;107755300
4;640x360;11x11;135564800
4;640x360;13x13;199867500
4;640x360;15x15;264639600
3;320x180;3x3;2048400
3;320x180;5x5;7416200
3;320x180;7x7;12671800
3;320x180;9x9;23327500
3;320x180;11x11;32516900
3;320x180;13x13;47925400
3;320x180;15x15;61024000
2;160x90;3x3;503100
2;160x90;5x5;1806900
2;160x90;7x7;3286500
2;160x90;9x9;5643800
2;160x90;11x11;11080500
2;160x90;13x13;13385300
2;160x90;15x15;14104600
1;80x45;3x3;124600
1;80x45;5x5;399400
1;80x45;7x7;727900
1;80x45;9x9;1309300
1;80x45;11x11;1778200
1;80x45;13x13;2745800
1;80x45;15x15;3516500
