size;resolution;window_size;nanoseconds
5;1280x720;3x3;46883700
5;1280x720;5x5;7703300
5;1280x720;7x7;2283500
5;1280x720;9x9;15147300
5;1280x720;11x11;38838900
5;1280x720;13x13;30658600
5;1280x720;15x15;45267900
4;640x360;3x3;4932200
4;640x360;5x5;40654600
4;640x360;7x7;15594900
4;640x360;9x9;13199200
4;640x360;11x11;2512300
4;640x360;13x13;4518200
4;640x360;15x15;6785000
3;320x180;3x3;10226100
3;320x180;5x5;13270900
3;320x180;7x7;17953800
3;320x180;9x9;17472400
3;320x180;11x11;636100
3;320x180;13x13;692400
3;320x180;15x15;696100
2;160x90;3x3;444000
2;160x90;5x5;4672200
2;160x90;7x7;6703500
2;160x90;9x9;539900
2;160x90;11x11;641700
2;160x90;13x13;698300
2;160x90;15x15;622800
1;80x45;3x3;607700
