size;resolution;mask_size;nanoseconds
4;640x360;9x9;513059900
4;640x360;11x11;758367600
4;640x360;13x13;1068489200
4;640x360;15x15;1626858600
3;320x180;3x3;17987900
3;320x180;5x5;55697800
3;320x180;7x7;102387700
3;320x180;9x9;163285200
3;320x180;11x11;253311100
3;320x180;13x13;373996000
3;320x180;15x15;449915500
2;160x90;3x3;4949000
2;160x90;5x5;9643600
2;160x90;7x7;28608100
2;160x90;9x9;40679000
2;160x90;11x11;60473800
2;160x90;13x13;90195800
2;160x90;15x15;125311900
1;80x45;3x3;1202800
1;80x45;5x5;2253200
1;80x45;7x7;6395400
1;80x45;9x9;9994200
1;80x45;11x11;10746600
1;80x45;13x13;18649300
1;80x45;15x15;29466300
5;1280x720;3x3;281509700
5;1280x720;5x5;644230500
