size;resolution;mask_size;nanoseconds
3;320x180;7x7;5999500
3;320x180;9x9;9435200
3;320x180;11x11;13609700
3;320x180;13x13;18556500
3;320x180;15x15;24679600
2;160x90;3x3;1184200
2;160x90;5x5;1976700
2;160x90;7x7;3281200
2;160x90;9x9;4810300
2;160x90;11x11;6917000
2;160x90;13x13;9212600
2;160x90;15x15;11902700
1;80x45;3x3;844900
1;80x45;5x5;1387700
1;80x45;7x7;2171400
1;80x45;9x9;3135200
1;80x45;11x11;4412000
1;80x45;13x13;5919300
1;80x45;15x15;7566000
5;1280x720;3x3;18821600
5;1280x720;5x5;43738200
5;1280x720;7x7;80898000
5;1280x720;9x9;131092000
5;1280x720;11x11;196217600
5;1280x720;13x13;280930600
5;1280x720;15x15;403757300
4;640x360;3x3;5870000
