size;resolution;window_size;nanoseconds
5;1280x720;5x5;2076300
5;1280x720;7x7;1958400
5;1280x720;9x9;3247100
5;1280x720;11x11;2785500
5;1280x720;13x13;3935200
5;1280x720;15x15;29800200
4;640x360;3x3;1983100
4;640x360;5x5;1149400
4;640x360;7x7;25052600
4;640x360;9x9;31467700
4;640x360;11x11;1893800
4;640x360;13x13;1737800
4;640x360;15x15;1201100
3;320x180;3x3;32275400
3;320x180;5x5;16391100
3;320x180;7x7;29967200
3;320x180;9x9;771000
3;320x180;11x11;1829500
3;320x180;13x13;1191200
3;320x180;15x15;23351500
2;160x90;3x3;28956400
2;160x90;5x5;2312800
2;160x90;7x7;16921200
2;160x90;9x9;30672900
2;160x90;11x11;15236800
2;160x90;13x13;15740300
2;160x90;15x15;765600
1;80x45;3x3;1528000
