size;resolution;mask_size;nanoseconds
4;640x360;3x3;1367100
4;640x360;5x5;1642700
4;640x360;7x7;1966100
4;640x360;9x9;1863500
4;640x360;11x11;2114800
4;640x360;13x13;2224200
4;640x360;15x15;2703200
3;320x180;3x3;905600
3;320x180;5x5;960700
3;320x180;7x7;978500
3;320x180;9x9;994600
3;320x180;11x11;1170700
3;320x180;13x13;1188200
3;320x180;15x15;1285700
2;160x90;3x3;814600
2;160x90;5x5;942800
2;160x90;7x7;982000
2;160x90;9x9;881300
2;160x90;11x11;920700
2;160x90;13x13;973000
2;160x90;15x15;1041700
1;80x45;3x3;792900
1;80x45;5x5;518500
1;80x45;7x7;540100
1;80x45;9x9;585900
1;80x45;11x11;588200
1;80x45;13x13;622600
1;80x45;15x15;664800
5;1280x720;3x3;7837200
5;1280x720;5x5;7799200
