size;resolution;mask_size;nanoseconds
5;1280x720;3x3;2008400
5;1280x720;5x5;2064700
5;1280x720;7x7;2396100
5;1280x720;9x9;2867300
4;640x360;3x3;809600
4;640x360;5x5;787200
4;640x360;7x7;805200
4;640x360;9x9;906500
3;320x180;3x3;476300
3;320x180;5x5;578300
3;320x180;7x7;567700
3;320x180;9x9;647100
2;160x90;3x3;361400
2;160x90;5x5;453900
2;160x90;7x7;388600
2;160x90;9x9;362500
1;80x45;3x3;358100
1;80x45;5x5;315300
1;80x45;7x7;331100
1;80x45;9x9;437500
5;1280x720;3x3;1877800
5;1280x720;5x5;1913400
5;1280x720;7x7;2199800
5;1280x720;9x9;2470200
4;640x360;3x3;620400
4;640x360;5x5;642200
4;640x360;7x7;759100
4;640x360;9x9;794200
3;320x180;3x3;378900
3;320x180;5x5;438400
3;320x180;7x7;435100
3;320x180;9x9;443500
2;160x90;3x3;344100
2;160x90;5x5;321100
2;160x90;7x7;342100
2;160x90;9x9;374900
1;80x45;3x3;316700
1;80x45;5x5;329800
1;80x45;7x7;319700
1;80x45;9x9;350200
5;1280x720;3x3;2031800
5;1280x720;5x5;1928400
5;1280x720;7x7;2234200
5;1280x720;9x9;2471200
4;640x360;3x3;608400
4;640x360;5x5;705400
4;640x360;7x7;745100
4;640x360;9x9;843200
3;320x180;3x3;404700
3;320x180;5x5;442200
3;320x180;7x7;416300
3;320x180;9x9;430400
2;160x90;3x3;319900
2;160x90;5x5;384600
2;160x90;7x7;346400
2;160x90;9x9;348600
1;80x45;3x3;331800
1;80x45;5x5;370700
1;80x45;7x7;348700
1;80x45;9x9;325900
5;1280x720;3x3;2250300
5;1280x720;5x5;2045300
5;1280x720;7x7;2139700
5;1280x720;9x9;2734300
4;640x360;3x3;616400
4;640x360;5x5;656500
4;640x360;7x7;747700
4;640x360;9x9;933300
3;320x180;3x3;386100
3;320x180;5x5;401400
3;320x180;7x7;462600
3;320x180;9x9;450700
2;160x90;3x3;307300
2;160x90;5x5;313700
2;160x90;7x7;317000
2;160x90;9x9;324100
1;80x45;3x3;307500
1;80x45;5x5;356500
1;80x45;7x7;300900
1;80x45;9x9;302500
5;1280x720;3x3;2067100
5;1280x720;5x5;2088700
5;1280x720;7x7;2515800
5;1280x720;9x9;5537300
4;640x360;3x3;620900
4;640x360;5x5;745400
4;640x360;7x7;714600
4;640x360;9x9;789000
3;320x180;3x3;381200
3;320x180;5x5;384700
3;320x180;7x7;414700
3;320x180;9x9;489000
2;160x90;3x3;390600
2;160x90;5x5;380200
2;160x90;7x7;370200
2;160x90;9x9;345900
1;80x45;3x3;304700
1;80x45;5x5;303300
1;80x45;7x7;307100
1;80x45;9x9;316100
5;1280x720;3x3;2262100
5;1280x720;5x5;2111300
5;1280x720;7x7;2707200
5;1280x720;9x9;2820000
4;640x360;3x3;699900
4;640x360;5x5;720200
4;640x360;7x7;941700
4;640x360;9x9;903000
3;320x180;3x3;480100
3;320x180;5x5;491100
3;320x180;7x7;522500
3;320x180;9x9;451500
2;160x90;3x3;322000
2;160x90;5x5;315300
2;160x90;7x7;321200
2;160x90;9x9;331800
1;80x45;3x3;303100
1;80x45;5x5;301900
1;80x45;7x7;316100
1;80x45;9x9;304900
5;1280x720;3x3;1967300
5;1280x720;5x5;1923000
5;1280x720;7x7;2294000
5;1280x720;9x9;2541200
4;640x360;3x3;662900
4;640x360;5x5;702600
4;640x360;7x7;826900
4;640x360;9x9;891600
3;320x180;3x3;548700
3;320x180;5x5;425400
3;320x180;7x7;426600
3;320x180;9x9;466700
2;160x90;3x3;315100
2;160x90;5x5;322300
2;160x90;7x7;315400
2;160x90;9x9;328000
1;80x45;3x3;301600
1;80x45;5x5;323700
1;80x45;7x7;312600
1;80x45;9x9;304600
5;1280x720;3x3;2007600
5;1280x720;5x5;2002900
5;1280x720;7x7;2365400
5;1280x720;9x9;2615400
4;640x360;3x3;725500
4;640x360;5x5;795100
4;640x360;7x7;767500
4;640x360;9x9;878200
3;320x180;3x3;517900
3;320x180;5x5;492100
3;320x180;7x7;510600
3;320x180;9x9;507400
2;160x90;3x3;422100
2;160x90;5x5;343800
2;160x90;7x7;330500
2;160x90;9x9;338000
1;80x45;3x3;298200
1;80x45;5x5;304100
1;80x45;7x7;300600
1;80x45;9x9;305600
5;1280x720;3x3;1974200
5;1280x720;5x5;2257400
5;1280x720;7x7;2447200
5;1280x720;9x9;2922100
4;640x360;3x3;742200
4;640x360;5x5;751200
4;640x360;7x7;769800
4;640x360;9x9;807900
3;320x180;3x3;411400
3;320x180;5x5;398900
3;320x180;7x7;462100
3;320x180;9x9;466500
2;160x90;3x3;326600
2;160x90;5x5;369100
2;160x90;7x7;329700
2;160x90;9x9;352100
1;80x45;3x3;297400
1;80x45;5x5;301900
1;80x45;7x7;331800
1;80x45;9x9;311500
5;1280x720;3x3;2424800
5;1280x720;5x5;2108700
5;1280x720;7x7;2113400
5;1280x720;9x9;2450600
4;640x360;3x3;618000
4;640x360;5x5;626300
4;640x360;7x7;735800
4;640x360;9x9;868300
3;320x180;3x3;386400
3;320x180;5x5;380200
3;320x180;7x7;396800
3;320x180;9x9;419700
2;160x90;3x3;317000
2;160x90;5x5;316700
2;160x90;7x7;324200
2;160x90;9x9;350300
1;80x45;3x3;302900
1;80x45;5x5;302200
1;80x45;7x7;304600
1;80x45;9x9;307200
5;1280x720;3x3;2225100
5;1280x720;5x5;1965700
5;1280x720;7x7;2295600
5;1280x720;9x9;2721100
4;640x360;3x3;655300
4;640x360;5x5;665700
4;640x360;7x7;742700
4;640x360;9x9;803500
3;320x180;3x3;372200
3;320x180;5x5;393700
3;320x180;7x7;430900
3;320x180;9x9;521500
2;160x90;3x3;328700
2;160x90;5x5;364100
2;160x90;7x7;346300
2;160x90;9x9;433300
1;80x45;3x3;377500
1;80x45;5x5;318700
1;80x45;7x7;412200
1;80x45;9x9;350300
5;1280x720;3x3;2427500
5;1280x720;5x5;2054000
5;1280x720;7x7;2116300
5;1280x720;9x9;2785900
4;640x360;3x3;737200
4;640x360;5x5;637500
4;640x360;7x7;708000
4;640x360;9x9;814100
3;320x180;3x3;453700
3;320x180;5x5;516600
3;320x180;7x7;558700
3;320x180;9x9;511300
2;160x90;3x3;434600
2;160x90;5x5;405900
2;160x90;7x7;406400
2;160x90;9x9;418400
1;80x45;3x3;376100
1;80x45;5x5;440100
1;80x45;7x7;398700
1;80x45;9x9;1364400
5;1280x720;3x3;1942900
5;1280x720;5x5;2063600
5;1280x720;7x7;2234000
5;1280x720;9x9;2615800
4;640x360;3x3;673100
4;640x360;5x5;708400
4;640x360;7x7;753500
4;640x360;9x9;870800
3;320x180;3x3;456300
3;320x180;5x5;469200
3;320x180;7x7;501300
3;320x180;9x9;529500
2;160x90;3x3;381700
2;160x90;5x5;383300
2;160x90;7x7;377200
2;160x90;9x9;390700
1;80x45;3x3;360100
1;80x45;5x5;324200
1;80x45;7x7;311100
1;80x45;9x9;322400
5;1280x720;3x3;2053000
5;1280x720;5x5;2109500
5;1280x720;7x7;2346900
5;1280x720;9x9;3005600
4;640x360;3x3;882000
4;640x360;5x5;886400
4;640x360;7x7;774000
4;640x360;9x9;849400
3;320x180;3x3;584200
3;320x180;5x5;461800
3;320x180;7x7;442900
3;320x180;9x9;462300
2;160x90;3x3;310000
2;160x90;5x5;314700
2;160x90;7x7;323700
2;160x90;9x9;373900
1;80x45;3x3;316000
1;80x45;5x5;298900
1;80x45;7x7;318500
1;80x45;9x9;309600
5;1280x720;3x3;2094000
5;1280x720;5x5;1942900
5;1280x720;7x7;2358800
5;1280x720;9x9;2572700
4;640x360;3x3;640700
4;640x360;5x5;690800
4;640x360;7x7;732200
4;640x360;9x9;843400
3;320x180;3x3;417200
3;320x180;5x5;461000
3;320x180;7x7;471700
3;320x180;9x9;461600
2;160x90;3x3;323900
2;160x90;5x5;319400
2;160x90;7x7;489100
2;160x90;9x9;477800
1;80x45;3x3;416800
1;80x45;5x5;394500
1;80x45;7x7;350400
1;80x45;9x9;395900
5;1280x720;3x3;2897700
5;1280x720;5x5;2698300
5;1280x720;7x7;2817600
5;1280x720;9x9;3601800
4;640x360;3x3;1323800
4;640x360;5x5;1545000
4;640x360;7x7;1776100
4;640x360;9x9;2492300
3;320x180;3x3;665600
3;320x180;5x5;2554500
3;320x180;7x7;680900
3;320x180;9x9;3031600
2;160x90;3x3;698100
2;160x90;5x5;3395700
2;160x90;7x7;560200
2;160x90;9x9;557300
1;80x45;3x3;880800
1;80x45;5x5;328800
1;80x45;7x7;664600
1;80x45;9x9;862500
5;1280x720;3x3;2233900
5;1280x720;5x5;2312900
5;1280x720;7x7;2328100
5;1280x720;9x9;2621700
4;640x360;3x3;633100
4;640x360;5x5;687300
4;640x360;7x7;739500
4;640x360;9x9;1015600
3;320x180;3x3;484200
3;320x180;5x5;473800
3;320x180;7x7;415200
3;320x180;9x9;449800
2;160x90;3x3;318100
2;160x90;5x5;364400
2;160x90;7x7;337500
2;160x90;9x9;378700
1;80x45;3x3;311900
1;80x45;5x5;344300
1;80x45;7x7;322500
1;80x45;9x9;422400
5;1280x720;3x3;1981800
5;1280x720;5x5;2478300
5;1280x720;7x7;2719900
5;1280x720;9x9;2527300
4;640x360;3x3;710000
4;640x360;5x5;623800
4;640x360;7x7;707200
4;640x360;9x9;799000
3;320x180;3x3;387800
3;320x180;5x5;419000
3;320x180;7x7;412700
3;320x180;9x9;447100
2;160x90;3x3;327400
2;160x90;5x5;337200
2;160x90;7x7;368200
2;160x90;9x9;343200
1;80x45;3x3;311300
1;80x45;5x5;308000
1;80x45;7x7;320100
1;80x45;9x9;318500
5;1280x720;3x3;2142500
5;1280x720;5x5;1994300
5;1280x720;7x7;2145900
5;1280x720;9x9;2504900
4;640x360;3x3;609900
4;640x360;5x5;663300
4;640x360;7x7;774700
4;640x360;9x9;968400
3;320x180;3x3;439900
3;320x180;5x5;400900
3;320x180;7x7;427800
3;320x180;9x9;554000
2;160x90;3x3;444000
2;160x90;5x5;524000
2;160x90;7x7;334200
2;160x90;9x9;334600
1;80x45;3x3;301400
1;80x45;5x5;303300
1;80x45;7x7;306600
1;80x45;9x9;307900
5;1280x720;3x3;2055000
5;1280x720;5x5;2032500
5;1280x720;7x7;2278100
5;1280x720;9x9;2682200
4;640x360;3x3;709500
4;640x360;5x5;691500
4;640x360;7x7;766900
4;640x360;9x9;902400
3;320x180;3x3;468200
3;320x180;5x5;473400
3;320x180;7x7;487300
3;320x180;9x9;544400
2;160x90;3x3;411500
2;160x90;5x5;414100
2;160x90;7x7;395300
2;160x90;9x9;435600
1;80x45;3x3;335500
1;80x45;5x5;307400
1;80x45;7x7;308400
1;80x45;9x9;321100
5;1280x720;3x3;2026600
5;1280x720;5x5;2152700
5;1280x720;7x7;2482600
5;1280x720;9x9;2549900
4;640x360;3x3;592600
4;640x360;5x5;688700
4;640x360;7x7;744800
4;640x360;9x9;851400
3;320x180;3x3;383200
3;320x180;5x5;407500
3;320x180;7x7;420500
3;320x180;9x9;492600
2;160x90;3x3;341400
2;160x90;5x5;426700
2;160x90;7x7;494900
2;160x90;9x9;353800
1;80x45;3x3;296700
1;80x45;5x5;296800
1;80x45;7x7;328100
1;80x45;9x9;307100
5;1280x720;3x3;2257300
5;1280x720;5x5;1952300
5;1280x720;7x7;2197200
5;1280x720;9x9;2679200
4;640x360;3x3;798100
4;640x360;5x5;758700
4;640x360;7x7;850900
4;640x360;9x9;834800
3;320x180;3x3;380300
3;320x180;5x5;409400
3;320x180;7x7;406300
3;320x180;9x9;437200
2;160x90;3x3;332000
2;160x90;5x5;310800
2;160x90;7x7;314400
2;160x90;9x9;345700
1;80x45;3x3;333700
1;80x45;5x5;302600
1;80x45;7x7;342300
1;80x45;9x9;313200
5;1280x720;3x3;2153500
5;1280x720;5x5;1931100
5;1280x720;7x7;2249200
5;1280x720;9x9;2768400
4;640x360;3x3;710800
4;640x360;5x5;744200
4;640x360;7x7;804400
4;640x360;9x9;848800
3;320x180;3x3;438300
3;320x180;5x5;460400
3;320x180;7x7;488000
3;320x180;9x9;498100
2;160x90;3x3;334100
2;160x90;5x5;401500
2;160x90;7x7;373100
2;160x90;9x9;340900
1;80x45;3x3;302100
1;80x45;5x5;321300
1;80x45;7x7;305700
1;80x45;9x9;307900
5;1280x720;3x3;2288000
5;1280x720;5x5;2106000
5;1280x720;7x7;2373200
5;1280x720;9x9;2536800
4;640x360;3x3;691100
4;640x360;5x5;695900
4;640x360;7x7;957800
4;640x360;9x9;995800
3;320x180;3x3;462900
3;320x180;5x5;438400
3;320x180;7x7;445700
3;320x180;9x9;463500
2;160x90;3x3;336000
2;160x90;5x5;310000
2;160x90;7x7;315600
2;160x90;9x9;327800
1;80x45;3x3;293700
1;80x45;5x5;298000
1;80x45;7x7;296800
1;80x45;9x9;305100
5;1280x720;3x3;2311600
5;1280x720;5x5;1986400
5;1280x720;7x7;2121600
5;1280x720;9x9;2486400
4;640x360;3x3;594400
4;640x360;5x5;627600
4;640x360;7x7;725700
4;640x360;9x9;808800
3;320x180;3x3;491900
3;320x180;5x5;394500
3;320x180;7x7;402700
3;320x180;9x9;421000
2;160x90;3x3;312900
2;160x90;5x5;320000
2;160x90;7x7;322300
2;160x90;9x9;333800
1;80x45;3x3;369000
1;80x45;5x5;440600
1;80x45;7x7;364000
1;80x45;9x9;334100
5;1280x720;3x3;2502600
5;1280x720;5x5;1969500
5;1280x720;7x7;2383400
5;1280x720;9x9;2749500
4;640x360;3x3;772200
4;640x360;5x5;686100
4;640x360;7x7;699000
4;640x360;9x9;776100
3;320x180;3x3;394800
3;320x180;5x5;385000
3;320x180;7x7;414800
3;320x180;9x9;448100
2;160x90;3x3;313300
2;160x90;5x5;350200
2;160x90;7x7;332000
2;160x90;9x9;331700
1;80x45;3x3;345900
1;80x45;5x5;500500
1;80x45;7x7;350200
1;80x45;9x9;336000
5;1280x720;3x3;2646400
5;1280x720;5x5;2352900
5;1280x720;7x7;2396300
5;1280x720;9x9;2550900
4;640x360;3x3;636200
4;640x360;5x5;663900
4;640x360;7x7;724200
4;640x360;9x9;804400
3;320x180;3x3;399300
3;320x180;5x5;457300
3;320x180;7x7;424900
3;320x180;9x9;456200
2;160x90;3x3;607100
2;160x90;5x5;421000
2;160x90;7x7;1048600
2;160x90;9x9;353900
1;80x45;3x3;315200
1;80x45;5x5;318800
1;80x45;7x7;412300
1;80x45;9x9;315100
5;1280x720;3x3;2087400
5;1280x720;5x5;2021900
5;1280x720;7x7;2212700
5;1280x720;9x9;2567500
4;640x360;3x3;717600
4;640x360;5x5;673400
4;640x360;7x7;748400
4;640x360;9x9;829600
3;320x180;3x3;416400
3;320x180;5x5;477900
3;320x180;7x7;425500
3;320x180;9x9;536700
2;160x90;3x3;402000
2;160x90;5x5;420700
2;160x90;7x7;428800
2;160x90;9x9;398100
1;80x45;3x3;311200
1;80x45;5x5;311300
1;80x45;7x7;315800
1;80x45;9x9;311900
5;1280x720;3x3;2162200
5;1280x720;5x5;2030300
5;1280x720;7x7;2319000
5;1280x720;9x9;2854100
4;640x360;3x3;915000
4;640x360;5x5;724400
4;640x360;7x7;782900
4;640x360;9x9;804600
3;320x180;3x3;375400
3;320x180;5x5;383000
3;320x180;7x7;399500
3;320x180;9x9;439500
2;160x90;3x3;315800
2;160x90;5x5;318000
2;160x90;7x7;325800
2;160x90;9x9;333100
1;80x45;3x3;305700
1;80x45;5x5;304200
1;80x45;7x7;351000
1;80x45;9x9;385600
5;1280x720;3x3;1947100
5;1280x720;5x5;2017000
5;1280x720;7x7;2213000
5;1280x720;9x9;2655000
4;640x360;3x3;687700
4;640x360;5x5;827800
4;640x360;7x7;946800
4;640x360;9x9;986500
